time,position,lane,speed
0.0,2190.6000000000004,500.0,66.27
0.5,2190.6000000000004,500.0,0.0
1.0,2190.6000000000004,500.0,0.0
1.5,2190.6000000000004,500.0,0.0
2.0,2190.6000000000004,500.0,0.0
2.5,2190.6000000000004,500.0,0.0
3.0,2190.6000000000004,500.0,0.0
3.5,2190.6000000000004,500.0,0.0
4.0,2190.6000000000004,500.0,0.0
4.5,2190.6000000000004,500.0,0.0
5.0,2190.6000000000004,500.0,0.0
5.5,2190.6000000000004,500.0,0.0
6.0,2190.6000000000004,500.0,0.0
6.5,2190.6000000000004,500.0,0.0
7.0,2190.6000000000004,500.0,0.0
7.5,2190.6000000000004,500.0,0.0
8.0,2190.6000000000004,500.0,0.0
8.5,2190.6000000000004,500.0,0.0
9.0,2190.6000000000004,500.0,0.0
9.5,2190.6000000000004,500.0,0.0
10.0,2190.6000000000004,500.0,0.0
10.5,2190.6000000000004,500.0,0.0
11.0,2190.6000000000004,500.0,0.0
11.5,2190.6000000000004,500.0,0.0
12.0,2190.6000000000004,500.0,0.0
12.5,2190.6000000000004,500.0,0.0
13.0,2190.6000000000004,500.0,0.0
13.5,2190.6000000000004,500.0,0.0
14.0,2190.6000000000004,500.0,0.0
14.5,2190.6000000000004,500.0,0.0
15.0,2190.6000000000004,500.0,0.0
15.5,2190.6000000000004,500.0,0.0
16.0,2190.6000000000004,500.0,0.0
16.5,2190.6000000000004,500.0,0.0
17.0,2190.6000000000004,500.0,0.0
17.5,2190.6000000000004,500.0,0.0
18.0,2190.6000000000004,500.0,0.0
18.5,2190.6000000000004,500.0,0.0
19.0,2190.6000000000004,500.0,0.0
19.5,2190.6000000000004,500.0,0.0
20.0,2190.6000000000004,500.0,0.0
20.5,2190.6000000000004,500.0,0.0
21.0,2190.6000000000004,500.0,0.0
21.5,2190.6000000000004,500.0,0.0
22.0,2190.6000000000004,500.0,0.0
22.5,2190.6000000000004,500.0,0.0
23.0,2190.6000000000004,500.0,0.0
23.5,2190.6000000000004,500.0,0.0
24.0,2190.6000000000004,500.0,0.0
24.5,2190.6000000000004,500.0,0.0
25.0,2190.6000000000004,500.0,0.0
25.5,2190.6000000000004,500.0,0.0
26.0,2190.6000000000004,500.0,0.0
26.5,2190.6000000000004,500.0,0.0
27.0,2190.6000000000004,500.0,0.0
27.5,2190.6000000000004,500.0,0.0
28.0,2190.6000000000004,500.0,0.0
28.5,2190.6000000000004,500.0,0.0
29.0,2190.6000000000004,500.0,0.0
29.5,2190.6000000000004,500.0,0.0
30.0,2190.6000000000004,500.0,0.0
30.5,2190.6000000000004,500.0,0.0
31.0,2190.6000000000004,500.0,0.0
31.5,2190.6000000000004,500.0,0.0
32.0,2190.6000000000004,500.0,0.0
32.5,2190.6000000000004,500.0,0.0
33.0,2190.6000000000004,500.0,0.0
33.5,2190.6000000000004,500.0,0.0
34.0,2190.6000000000004,500.0,0.0
